species_number,adore_species_number,latin_name,resolved_name,ecotox_group,tax_group,n_records_field,n_records_adore,in_adore_processed,in_adore_public,in_phylo,in_deb
4567,,Hediste diversicolor,Hediste diversicolor,Worms,other,75,0,0,0,0,0
630,,Keratella cochlearis,Keratella cochlearis,Other Invertebrates,other,75,0,0,0,0,0
425,,Cyprinidae,Cyprinidae,Fish,fish,74,0,0,0,0,0
41370,,Neocloeon triangulifer,Neocloeon triangulifer,Insects/Spiders,other,74,0,0,0,0,0
106,106,Micropterus dolomieu,Micropterus dolomieu,Fish,fish,73,47,1,1,1,1
2919,,Anopheles gambiae,Anopheles gambiae,Insects/Spiders;Standard Test Species,other,73,0,0,0,0,0
765,,Bufo americanus,Bufo americanus,Amphibians;Standard Test Species,other,73,0,0,0,0,0
444,,Orthetrum albistylum ssp. speciosum,Orthetrum albistylum ssp. speciosum,Insects/Spiders,other,73,0,0,0,0,0
869,,Tubificidae,Tubificidae,Worms,other,73,0,0,0,0,0
1793,,Arbacia punctulata,Arbacia punctulata,Other Invertebrates;Standard Test Species,other,72,0,0,0,0,0
653,,Ophryotrocha diadema,Ophryotrocha diadema,Worms,other,72,0,0,0,0,0
171,171,Chydorus sphaericus,Chydorus sphaericus,Crustaceans,crusta,71,49,1,0,0,1
842,,Anopheles freeborni,Anopheles freeborni,Insects/Spiders,other,71,0,0,0,0,0
2258,2258,Gammarus fossarum,Gammarus fossarum,Crustaceans;Standard Test Species,crusta,70,28,1,1,1,1
4665,4665,Ampelisca abdita,Ampelisca abdita,Crustaceans;Standard Test Species,crusta,70,24,1,0,0,0
586,,Perna viridis,Perna viridis,Molluscs,other,70,0,0,0,0,0
5335,,Baetis tricaudatus,Baetis tricaudatus,Insects/Spiders,other,69,0,0,0,0,0
494,,Biomphalaria alexandrina,Biomphalaria alexandrina,Molluscs,other,69,0,0,0,0,0
2857,,Culex fatigans,Culex fatigans,Insects/Spiders,other,69,0,0,0,0,0
11783,34:11611:11783:32408:32409,Oncorhynchus clarkii ssp. stomias,Oncorhynchus clarkii ssp. stomias,Fish;U.S. Threatened and Endangered Species,fish,69,0,0,0,0,0
2265,,Paratanytarsus parthenogeneticus,Paratanytarsus parthenogeneticus,Insects/Spiders,other,69,0,0,0,0,0
481,481,Lepidocephalichthys thermalis,Lepidocephalichthys thermalis,Fish,fish,68,60,1,0,1,0
490,490,Pagurus longicarpus,Pagurus longicarpus,Crustaceans,crusta,68,57,1,0,0,0
129,129,Pleuronectes platessa,Pleuronectes platessa,Fish,fish,68,33,1,1,1,1
47,47,Scenedesmus sp.,Scenedesmus sp.,Algae,algae,68,4,1,0,0,0
2353,,Lithobates sylvaticus,Lithobates sylvaticus,Amphibians;Standard Test Species,other,68,0,0,0,0,0
633,633,Oziotelphusa senex ssp. senex,Oziotelphusa senex ssp. senex,Crustaceans,crusta,67,66,1,0,0,0
649,649,Eurytemora affinis,Eurytemora affinis,Crustaceans;Standard Test Species,crusta,67,32,1,1,1,1
1618,,Corbicula manilensis,Corbicula manilensis,Molluscs,other,67,0,0,0,0,0
2143,2143,Menidia peninsulae,Menidia peninsulae,Fish;Standard Test Species,fish,66,63,1,0,1,0
123,123,Ptychocheilus oregonensis,Ptychocheilus oregonensis,Fish,fish,66,57,1,1,1,1
1609,1609,Penaeus stylirostris,Penaeus stylirostris,Crustaceans,crusta,66,34,1,0,1,0
94,94,Barbus ticto,Barbus ticto,Fish,fish,65,51,1,0,0,0
1479,1479,Cyclotella meneghiniana,Cyclotella meneghiniana,Algae,algae,65,14,1,0,0,0
1484,1484,Nitzschia palea,Nitzschia palea,Algae,algae,65,14,1,1,1,0
540,,Hydropsyche sp.,Hydropsyche sp.,Insects/Spiders,other,65,0,0,0,0,0
4771,4771,Chasmagnathus granulata,Chasmagnathus granulata,Crustaceans,crusta,64,59,1,0,0,0
70,70,Daphnia sp.,Daphnia sp.,Crustaceans,crusta,64,35,1,0,0,0
247,247,Orconectes limosus,Orconectes limosus,Crustaceans,crusta,64,30,1,0,0,0
4676,4676,Tisbe battagliai,Tisbe battagliai,Crustaceans;Standard Test Species,crusta,64,30,1,0,0,0
1654,1654,Leuresthes tenuis,Leuresthes tenuis,Fish,fish,63,57,1,1,1,1
73,73,Poecilia latipinna,Poecilia latipinna,Fish,fish,63,46,1,1,1,1
1875,1875,Anabaena inaequalis,Anabaena inaequalis,Algae,algae,63,4,1,1,1,0
1569,,Aeolosoma headleyi,Aeolosoma headleyi,Worms,other,63,0,0,0,0,0
5670,,Deleatidium sp.,Deleatidium sp.,Insects/Spiders,other,63,0,0,0,0,0
4424,4424,Leptocheirus plumulosus,Leptocheirus plumulosus,Crustaceans;Standard Test Species,crusta,62,36,1,0,0,0
1977,1977,Psetta maxima,Scophthalmus maximus,Fish,fish,62,13,1,0,0,0
1070,851:1070,Idotea balthica,Idotea baltica,Crustaceans,crusta,62,10,1,0,0,0
1670,,Aedes taeniorhynchus,Aedes taeniorhynchus,Insects/Spiders,other,62,0,0,0,0,0
5973,5973,Neocaridina denticulata,Neocaridina denticulata,Crustaceans,crusta,61,54,1,0,0,0
2174,2174,Gammarus roeseli,Gammarus roeseli,Crustaceans,crusta,61,21,1,0,0,0
6041,,Actinonaias pectorosa,Actinonaias pectorosa,Molluscs,other,61,0,0,0,0,0
6076,,Leptoxis sp.,Leptoxis sp.,Molluscs,other,60,0,0,0,0,0
385,,Mytilus galloprovincialis,Mytilus galloprovincialis,Molluscs;Standard Test Species,other,60,0,0,0,0,0
6082,,Planorbella trivolvis,Planorbella trivolvis,Molluscs,other,60,0,0,0,0,0
5942,5942,Moina irrasa,Moina irrasa,Crustaceans,crusta,59,59,1,0,0,0
43,43,Tinca tinca,Tinca tinca,Fish,fish,59,43,1,1,1,1
351,351,Anabas testudineus,Anabas testudineus,Fish,fish,59,38,1,0,1,0
631,,Brachionus angularis,Brachionus angularis,Other Invertebrates,other,59,0,0,0,0,0
4660,,Hydra viridissima,Hydra viridissima,Other Invertebrates,other,59,0,0,0,0,0
635,,Lamellidens marginalis,Lamellidens marginalis,Molluscs,other,59,0,0,0,0,0
13814,,Osteichthyes,Osteichthyes,Fish,fish,59,0,0,0,0,0
136,136,Trachinotus carolinus,Trachinotus carolinus,Fish,fish,58,45,1,0,1,0
125,125,Morone americana,Morone americana,Fish,fish,58,41,1,1,1,1
5416,5416,Melanotaenia fluviatilis,Melanotaenia fluviatilis,Fish,fish,58,24,1,0,1,0
637,,Musculium transversum,Musculium transversum,Molluscs,other,58,0,0,0,0,0
349,,Mya arenaria,Mya arenaria,Molluscs,other,58,0,0,0,0,0
1784,1784,Acartia clausi,Acartia clausi,Crustaceans;Standard Test Species,crusta,57,40,1,0,0,0
2055,2055,Daphnia similis,Daphnia similis,Crustaceans,crusta,57,34,1,0,0,0
1701,,Ambystoma mexicanum,Ambystoma mexicanum,Amphibians,other,57,0,0,0,0,0
1787,,Anadara granosa,Anadara granosa,Molluscs,other,57,0,0,0,0,0
2029,2029,Crangonyx pseudogracilis,Crangonyx pseudogracilis,Crustaceans,crusta,56,48,1,0,0,0
1485,1485,Anacystis aeruginosa,Anacystis aeruginosa,Algae,algae,56,38,1,0,0,0
4580,4580,Metapenaeus ensis,Metapenaeus ensis,Crustaceans,crusta,56,34,1,0,1,0
528,528,Channa striata,Channa striata,Fish,fish,56,24,1,1,1,1
1213,1213,Aphanius fasciatus,Aphanius fasciatus,Fish,fish,56,14,1,1,1,1
61809,,Corbicula fluminea,Corbicula fluminea,Molluscs;U.S. Invasive Species,other,56,0,0,0,0,0
17068,,Epioblasma capsaeformis,Epioblasma capsaeformis,Molluscs;U.S. Threatened and Endangered Species,other,56,0,0,0,0,0
1095,,Hirudo nipponia,Hirudo nipponia,Worms,other,56,0,0,0,0,0
5799,,Stenonema ithaca,Stenonema ithaca,Insects/Spiders,other,56,0,0,0,0,0
1397,1397,Mugil curema,Mugil curema,Fish,fish,55,51,1,1,1,1
5900,5900,Echinogammarus tibaldii,Echinogammarus tibaldii,Crustaceans,crusta,55,40,1,0,1,0
13,13,Agonus cataphractus,Agonus cataphractus,Fish,fish,55,23,1,0,1,0
2484,2484,Gammarus minus,Gammarus minus,Crustaceans,crusta,55,23,1,0,1,0
1073,1073,Engraulis mordax,Engraulis mordax,Fish,fish,55,9,1,0,1,0
28076,,Babylonia areolata,Babylonia areolata,Molluscs,other,55,0,0,0,0,0
2315,,Elodea nuttallii,Elodea nuttallii,"Flowers, Trees, Shrubs, Ferns",other,55,0,0,0,0,0
1250,,Erpobdella octoculata,Erpobdella octoculata,Worms,other,55,0,0,0,0,0
1492,,Xenopus sp.,Xenopus sp.,Amphibians,other,55,0,0,0,0,0
758,758,Cyclops sp.,Cyclops sp.,Crustaceans,crusta,54,39,1,0,0,0
2369,2369,Scenedesmus pannonicus,Scenedesmus pannonicus,Algae,algae,54,22,1,0,0,0
1044,,Amphipoda,Amphipoda,Crustaceans,crusta,54,0,0,0,0,0
2305,,Pomacea paludosa,Pomacea paludosa,Molluscs,other,54,0,0,0,0,0
58654,,Ulva australis,Ulva australis,Algae,algae,54,0,0,0,0,0
1173,,Simulium vittatum,Simulium vittatum,Insects/Spiders,other,53,0,0,0,0,0
2761,2761,Lepidocephalichthys guntea,Lepidocephalichthys guntea,Fish,fish,52,52,1,0,1,0
5499,5499,Penaeus paulensis,Penaeus paulensis,Crustaceans,crusta,52,50,1,0,0,0
124,124,Fundulus diaphanus,Fundulus diaphanus,Fish,fish,52,37,1,1,1,1
140,140,Cymatogaster aggregata,Cymatogaster aggregata,Fish;Standard Test Species,fish,52,24,1,0,1,0
365,365,Dicentrarchus labrax,Dicentrarchus labrax,Fish;Standard Test Species,fish,52,8,1,1,1,1
5545,5545,Nitellopsis obtusa,Nitellopsis obtusa,Algae,algae,51,7,1,0,0,0
103,103,Rhithropanopeus harrisii,Rhithropanopeus harrisii,Crustaceans,crusta,51,6,1,0,0,0
483,,Chaoborus punctipennis,Chaoborus punctipennis,Insects/Spiders,other,51,0,0,0,0,0
10723,,Chironomus zealandicus,Chironomus zealandicus,Insects/Spiders,other,51,0,0,0,0,0
1455,,Dinophilus gyrociliatus,Dinophilus gyrociliatus,Worms,other,51,0,0,0,0,0
5059,,Gastrophryne carolinensis,Gastrophryne carolinensis,Amphibians,other,51,0,0,0,0,0
42,42,Rutilus rutilus,Rutilus rutilus,Fish,fish,50,28,1,1,1,1
1093,1093,Chrysiptera cyanea,Chrysiptera cyanea,Fish,fish,50,24,1,0,1,0
143,143,Notropis atherinoides,Notropis atherinoides,Fish,fish,50,7,1,1,1,1
904,,Rana temporaria,Rana temporaria,Amphibians,other,50,0,0,0,0,0
2418,2418,Nothobranchius guentheri,Nothobranchius guentheri,Fish,fish,49,45,1,0,1,0
715,715,Leucaspius delineatus,Leucaspius delineatus,Fish,fish,49,38,1,0,1,0
530,,Hexagenia sp.,Hexagenia sp.,Insects/Spiders,other,49,0,0,0,0,0
2989,2989,Cambarus bartonii,Cambarus bartonii,Crustaceans,crusta,48,48,1,0,0,0
18407,,Aedes polynesiensis,Aedes polynesiensis,Insects/Spiders,other,48,0,0,0,0,0
20065,,Lampsilis rafinesqueana,Lampsilis rafinesqueana,Molluscs;U.S. Threatened and Endangered Species,other,48,0,0,0,0,0
58,,Nereis virens,Nereis virens,Worms;Standard Test Species,other,48,0,0,0,0,0
522,,Rangia cuneata,Rangia cuneata,Molluscs,other,48,0,0,0,0,0
5394,5394,Selenastrum sp.,Selenastrum sp.,Algae,algae,47,42,1,0,0,0
7370,7370,Paracheirodon axelrodi,Paracheirodon axelrodi,Fish,fish,47,21,1,0,1,0
2111,2111,Macrocystis pyrifera,Macrocystis pyrifera,Algae;Standard Test Species,algae,47,8,1,0,0,0
2441,,Melanoides tuberculata,Melanoides tuberculata,Molluscs,other,47,0,0,0,0,0
4818,,Mysis oculata,Mysis oculata,Crustaceans,crusta,47,0,0,0,0,0
130,130:2120,Platichthys flesus,Platichthys flesus,Fish,fish,46,41,1,0,1,0
24,24,Cypridopsis vidua,Cypridopsis vidua,Crustaceans,crusta,46,38,1,0,1,0
1270,1270,Asellus intermedius,Asellus intermedius,Crustaceans,crusta,46,19,1,0,0,0
293,293,Etheostoma spectabile,Etheostoma spectabile,Fish,fish,46,10,1,0,1,1
31156,,Anaxyrus boreas,Anaxyrus boreas,Amphibians,other,46,0,0,0,0,0
348,,Aplexa hypnorum,Aplexa hypnorum,Molluscs,other,46,0,0,0,0,0
962,962:4594:11172,Chlorella fusca,Chlorella fusca,Algae,algae,46,0,0,0,0,0
368,,Hoplobatrachus tigerinus,Hoplobatrachus tigerinus,Amphibians,other,46,0,0,0,0,0
4877,,Polypedilum sp.,Polypedilum sp.,Insects/Spiders,other,46,0,0,0,0,0
1010,1010,Penaeus merguiensis,Penaeus merguiensis,Crustaceans,crusta,45,37,1,0,1,0
1141,1141,Hypophthalmichthys molitrix,Hypophthalmichthys molitrix,Fish;U.S. Invasive Species,fish,45,31,1,1,1,1
2241,2241,Pseudopleuronectes yokohamae,Pseudopleuronectes yokohamae,Fish,fish,45,23,1,0,1,0
4753,4753,Mogurnda mogurnda,Mogurnda mogurnda,Fish,fish,45,5,1,0,1,0
592,,Hexagenia limbata,Hexagenia limbata,Insects/Spiders;Standard Test Species,other,45,0,0,0,0,0
11855,,Maxillopoda,Maxillopoda,Crustaceans,crusta,45,0,0,0,0,0
634,,Pila globosa,Pila globosa,Molluscs,other,45,0,0,0,0,0
4656,,Rana brevipoda ssp. porosa,Rana brevipoda ssp. porosa,Amphibians,other,45,0,0,0,0,0
10352,,Tallaperla maria,Tallaperla maria,Insects/Spiders,other,45,0,0,0,0,0
2475,2475,Nuria danrica,Nuria danrica,Fish,fish,44,18,1,0,0,0
11503,11503,Etheostoma fonticola,Etheostoma fonticola,Fish;U.S. Threatened and Endangered Species,fish,44,13,1,0,1,0
1666,1666,Sphaeroma serratum,Sphaeroma serratum,Crustaceans,crusta,44,10,1,0,1,0
1204,,Aedes excrucians,Aedes excrucians,Insects/Spiders,other,44,0,0,0,0,0
3002,,Anodonta imbecillis,Anodonta imbecillis,Molluscs,other,44,0,0,0,0,0
1407,,Lemna sp.,Lemna sp.,"Flowers, Trees, Shrubs, Ferns;Standard Test Species",other,44,0,0,0,0,0
10714,,Oncorhynchus clarkii ssp. lewisi,Oncorhynchus clarkii ssp. lewisi,Fish,fish,44,0,0,0,0,0
231,,Philodina roseola,Philodina roseola,Other Invertebrates,other,44,0,0,0,0,0
117,,Physa gyrina,Physa gyrina,Molluscs,other,44,0,0,0,0,0
665,665,Pleuronectes americanus,Pseudopleuronectes americanus,Fish,fish,43,29,1,0,0,0
17044,17044,Barbonymus gonionotus,Barbonymus gonionotus,Fish,fish,43,22,1,0,1,0
386,386,Chanos chanos,Chanos chanos,Fish,fish,43,15,1,1,1,1
2497,2497,Galaxias maculatus,Galaxias maculatus,Fish,fish,43,11,1,1,1,1
430,430,Euglena gracilis,Euglena gracilis,Algae,algae,43,10,1,1,1,0
1320,497:1320,Ankistrodesmus falcatus var. acicularis,Ankistrodesmus falcatus var. acicularis,Algae,algae,43,0,0,0,0,0
16884,,Paramecium trichium,Paramecium trichium,Other Invertebrates,other,43,0,0,0,0,0
1053,1053,Tisbe holothuriae,Tisbe holothuriae,Crustaceans,crusta,42,42,1,0,0,0
18400,18400,Macrobrachium lanchesteri,Macrobrachium lanchesteri,Crustaceans,crusta,42,32,1,0,1,0
696,696:2350,Austropotamobius pallipes ssp. pallipes,Austropotamobius pallipes ssp. pallipes,Crustaceans,crusta,42,16,1,0,1,0
2448,2448,Asellus racovitzai,Asellus racovitzai,Crustaceans,crusta,42,12,1,0,0,0
1804,,Balanus balanoides,Balanus balanoides,Crustaceans,crusta,42,0,0,0,0,0
1183,,Chironomus decorus,Chironomus decorus,Insects/Spiders,other,42,0,0,0,0,0
251,,Hexagenia bilineata,Hexagenia bilineata,Insects/Spiders;Standard Test Species,other,42,0,0,0,0,0
18484,,Panagrellus silusiae,Panagrellus silusiae,Worms,other,42,0,0,0,0,0
706,,Plankton,Plankton,Miscellaneous,other,42,0,0,0,0,0
58558,,Proales similis,Proales similis,Other Invertebrates,other,42,0,0,0,0,0
2755,2755,Clarias lazera,Clarias lazera,Fish,fish,41,39,1,0,0,0
29021,29021,Parachlorella kessleri,Parachlorella kessleri,Algae,algae,41,20,1,0,0,0
2340,,Hydra oligactis,Hydra oligactis,Other Invertebrates,other,41,0,0,0,0,0
3052,,Pseudacris regilla,Pseudacris regilla,Amphibians,other,41,0,0,0,0,0
1340,,Pseudacris triseriata ssp. triseriata,Pseudacris triseriata ssp. triseriata,Amphibians,other,41,0,0,0,0,0
30490,30490,Capoeta fusca,Capoeta fusca,Fish,fish,40,40,1,0,0,0
88,88,Fundulus majalis,Fundulus majalis,Fish,fish,40,40,1,0,1,0
19,19,Lagodon rhomboides,Lagodon rhomboides,Fish;Standard Test Species,fish,40,33,1,1,1,1
4789,4789,Diporeia sp.,Diporeia sp.,Crustaceans,crusta,40,20,1,0,0,0
4583,4583,Nitzschia closterium,Nitzschia closterium,Algae,algae,40,19,1,0,0,0
4393,4393,Gambusia holbrooki,Gambusia holbrooki,Fish,fish,40,14,1,1,1,1
16178,16178,Poeciliopsis occidentalis,Poeciliopsis occidentalis,Fish;U.S. Threatened and Endangered Species,fish,40,14,1,0,1,0
882,882,Micropogonias undulatus,Micropogonias undulatus,Fish,fish,40,4,1,0,1,1
2799,,Anodonta anatina,Anodonta anatina,Molluscs,other,40,0,0,0,0,0
5587,,Aphelenchus avenae,Aphelenchus avenae,Worms,other,40,0,0,0,0,0
10728,,Epeorus vitreus,Epeorus vitreus,Insects/Spiders,other,40,0,0,0,0,0
4734,,Ruditapes decussatus,Ruditapes decussatus,Molluscs,other,40,0,0,0,0,0
1940,1940,Praunus flexuosus,Praunus flexuosus,Crustaceans,crusta,39,26,1,0,0,1
5854,,Cheumatopsyche brevilineata,Cheumatopsyche brevilineata,Insects/Spiders,other,39,0,0,0,0,0
64648,,Faxonius virilis,Faxonius virilis,Crustaceans,crusta,39,0,0,0,0,0
1332,,Limnodynastes peronii,Limnodynastes peronii,Amphibians,other,39,0,0,0,0,0
917,,Peltodytes sp.,Peltodytes sp.,Insects/Spiders,other,39,0,0,0,0,0
1592,,Spirodela polyrrhiza,Spirodela polyrrhiza,"Flowers, Trees, Shrubs, Ferns",other,39,0,0,0,0,0
74,74,Penaeus aztecus,Penaeus aztecus,Crustaceans;Standard Test Species,crusta,38,24,1,0,1,0
4579,4579,Metapenaeus dobsoni,Metapenaeus dobsoni,Crustaceans,crusta,38,22,1,0,0,0
37,37,Pandalus montagui,Pandalus montagui,Crustaceans,crusta,38,9,1,0,1,0
966,966,Sphoeroides maculatus,Sphoeroides maculatus,Fish,fish,37,37,1,1,1,1
5261,5261,Lates calcarifer,Lates calcarifer,Fish,fish,37,27,1,0,1,0
1577,1577,Neomysis integer,Neomysis integer,Crustaceans,crusta,37,26,1,0,0,1
730,730,Palaemon serratus,Palaemon serratus,Crustaceans,crusta,37,25,1,0,0,0
2605,2605,Catostomus latipinnis,Catostomus latipinnis,Fish,fish,37,24,1,0,0,1
48206,48206,Nothobranchius furzeri,Nothobranchius furzeri,Fish,fish,37,23,1,1,1,1
406,406:6060,Procambarus acutus ssp. acutus,Procambarus acutus ssp. acutus,Crustaceans,crusta,37,23,1,0,1,0
2778,2778,Synechococcus leopoliensis,Synechococcus leopoliensis,Algae;Standard Test Species,algae,37,10,1,0,0,0
1000,1000,Chlamydomonas sp.,Chlamydomonas sp.,Algae,algae,37,8,1,0,0,0
2793,,Aedes caspius,Aedes caspius,Insects/Spiders,other,37,0,0,0,0,0
647,,Culex tarsalis,Culex tarsalis,Insects/Spiders,other,37,0,0,0,0,0
20356,,Lasmigona subviridis,Lasmigona subviridis,Molluscs,other,37,0,0,0,0,0
5893,5893,Stenocypris major,Stenocypris major,Crustaceans,crusta,36,36,1,0,1,0
1614,1614,Perca sp.,Perca sp.,Fish,fish,36,27,1,0,0,0
1517,1517,Rivulus marmoratus,Kryptolebias marmoratus,Fish,fish,36,23,1,0,0,0
44,44,Perca fluviatilis,Perca fluviatilis,Fish;Standard Test Species,fish,36,17,1,1,1,1
2413,2413,Chlorella saccharophila,Chlorella saccharophila,Algae,algae,36,16,1,0,0,0
327,327,Stichococcus bacillaris,Stichococcus bacillaris,Algae,algae,36,6,1,0,0,0
2098,2098,Dunaliella salina,Dunaliella salina,Algae,algae,36,3,1,0,0,0
1155,,Aedes cantans,Aedes cantans,Insects/Spiders,other,36,0,0,0,0,0
1203,,Aedes vexans,Aedes vexans,Insects/Spiders,other,36,0,0,0,0,0
5843,,Biomphalaria tenagophila,Biomphalaria tenagophila,Molluscs,other,36,0,0,0,0,0
34623,,Chironomus javanus,Chironomus javanus,Insects/Spiders,other,36,0,0,0,0,0
1077,,Culex pipiens ssp. pipiens,Culex pipiens ssp. pipiens,Insects/Spiders,other,36,0,0,0,0,0
1042,,Culex sp.,Culex sp.,Insects/Spiders,other,36,0,0,0,0,0
5766,,Lampsilis straminea ssp. claibornensis,Lampsilis straminea ssp. claibornensis,Molluscs,other,36,0,0,0,0,0
34625,,Nais elinguis,Nais elinguis,Worms,other,36,0,0,0,0,0
4589,,Pocillopora damicornis,Pocillopora damicornis,Other Invertebrates,other,36,0,0,0,0,0
4822,,Strombus gigas,Strombus gigas,Molluscs,other,36,0,0,0,0,0
1922,1922,Chlamydomonas geitleri,Chlamydomonas geitleri,Algae,algae,35,35,1,0,0,0
20391,20391,Metamysidopsis insularis,Metamysidopsis insularis,Crustaceans,crusta,35,35,1,0,0,0
80,80,Thalassoma bifasciatum,Thalassoma bifasciatum,Fish,fish,35,35,1,0,1,0
4707,4707,Tigriopus brevicornis,Tigriopus brevicornis,Crustaceans;Standard Test Species,crusta,35,30,1,0,0,1
6003,6003,Microcystis flosaquae,Microcystis flosaquae,Algae,algae,35,29,1,0,0,0
78,78,Palaemon macrodactylus,Palaemon macrodactylus,Crustaceans,crusta,35,29,1,0,0,0
16176,16176,Etheostoma lepidum,Etheostoma lepidum,Fish,fish,35,28,1,0,1,0
2454,2454,Diaptomus forbesi,Diaptomus forbesi,Crustaceans,crusta,35,26,1,0,0,0
132,132,Limanda limanda,Limanda limanda,Fish,fish,35,24,1,1,1,1
40600,40600,Ceriodaphnia silvestrii,Ceriodaphnia silvestrii,Crustaceans,crusta,35,17,1,0,0,0
4619,4619,Eohaustorius estuarius,Eohaustorius estuarius,Crustaceans;Standard Test Species,crusta,35,15,1,0,0,0
2921,2921,Rhepoxynius abronius,Rhepoxynius abronius,Crustaceans;Standard Test Species,crusta,35,12,1,0,0,0
331,331,Thalassiosira weissflogii,Thalassiosira weissflogii,Algae,algae,35,7,1,0,0,0
1066,,Ceratopsyche morosa,Ceratopsyche morosa,Insects/Spiders,other,35,0,0,0,0,0
632,,Keratella americana,Keratella americana,Other Invertebrates,other,35,0,0,0,0,0
17111,,Lampsilis cardium,Lampsilis cardium,Molluscs,other,35,0,0,0,0,0
7551,,Plantae,Plantae,"Flowers, Trees, Shrubs, Ferns",other,35,0,0,0,0,0
33906,33906,Pelteobagrus fulvidraco,Pelteobagrus fulvidraco,Fish,fish,34,33,1,0,0,0
5175,5175,Liza parsia,Liza parsia,Fish,fish,34,28,1,0,1,0
4690,4690,Cherax destructor,Cherax destructor,Crustaceans,crusta,34,24,1,0,1,0
584,584,Chlorella sorokiniana,Chlorella sorokiniana,Algae,algae,34,19,1,0,0,0
118,118,Gammarus sp.,Gammarus sp.,Crustaceans,crusta,34,18,1,0,0,0
2984,2984,Macquaria ambigua,Macquaria ambigua,Fish,fish,34,14,1,0,1,0
256,,Chironomidae,Chironomidae,Insects/Spiders,other,34,0,0,0,0,0
614,,Isonychia bicolor,Isonychia bicolor,Insects/Spiders,other,34,0,0,0,0,0
4701,4701,Gammarus italicus,Gammarus italicus,Crustaceans,crusta,33,27,1,0,1,0
714,714,Palaemonetes varians,Palaemonetes varians,Crustaceans,crusta,33,14,1,0,0,1
17066,17066,Achnanthidium minutissimum,Achnanthidium minutissimum,Algae,algae,33,13,1,1,1,0
1624,1624,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,Algae,algae,33,12,1,1,1,0
11036,11036,Sparus aurata,Sparus aurata,Fish,fish,33,7,1,1,1,1
5894,,Chironomus tepperi,Chironomus tepperi,Insects/Spiders,other,33,0,0,0,0,0
1022,,Ctenodrilus serratus,Ctenodrilus serratus,Worms,other,33,0,0,0,0,0
225,,Drunella grandis,Drunella grandis,Insects/Spiders,other,33,0,0,0,0,0
2298,16:2298,Gambusia affinis ssp. affinis,Gambusia affinis ssp. affinis,Fish,fish,33,0,0,0,0,0
923,,Notonecta sp.,Notonecta sp.,Insects/Spiders,other,33,0,0,0,0,0
5880,5880,Parastenocaris germanica,Parastenocaris germanica,Crustaceans,crusta,32,27,1,0,0,0
10899,10899,Pyrocystis lunula,Pyrocystis lunula,Algae,algae,32,22,1,0,0,0
128,128,Tilapia sp.,Tilapia sp.,Fish,fish,32,17,1,0,0,0
395,,Cerithidea cingulata,Cerithidea cingulata,Molluscs,other,32,0,0,0,0,0
1905,1905,Macrobrachium kistnensis,Macrobrachium kistnensis,Crustaceans,crusta,31,31,1,0,0,0
